prompt_id,word_count,descriptor_words,sentence_count,num_visual_attributes,spatial_constraints,ambiguity,prompt
185,42,3,2,1,top,partially ambiguous,"A single glass of red wine on a white table, viewed from directly above in a photorealistic style, with soft, subtle lighting. The deep red liquid forms a rich circular shape inside the clear glass, sharply focused against the clean, minimal background."
186,42,3,2,1,top,fully ambiguous,"A single glass of red wine on a white table, viewed from directly above in a photorealistic style, with soft, subtle lighting. The deep red liquid forms a rich circular shape inside the clear glass, sharply focused against the clean, minimal background."
187,35,3,2,1,bottom,clear,"A single glass of red wine on a wooden table, viewed from a low angle near the base of the glass, sharply focused and photorealistic. Soft, warm lighting reflects subtly off the smooth glass surface."
188,50,3,2,1,bottom,partially ambiguous,"A single elegant glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass with the stem rising upward out of frame, photorealistic. Soft, moody lighting creates subtle reflections on the glass and a faint glow in the deep red wine."
189,43,3,2,1,bottom,fully ambiguous,"A single glass of red wine resting on a wooden table, viewed from a low angle near the base of the glass with the stem rising upward, photorealistic. Soft, moody lighting emphasizes the deep red liquid and subtle reflections on the clear glass."
190,29,3,2,1,side,clear,"A single glass of red wine on a wooden table, viewed from the side in sharp focus, photorealistic. Soft natural light from the left highlights the rich red liquid."
191,30,3,2,1,side,partially ambiguous,"A single glass of red wine on a plain table, viewed from the side in a photorealistic style. Soft, natural lighting highlights the smooth, reflective surface of the clear glass."
192,23,3,2,1,side,fully ambiguous,"A single glass of red wine seen from the side on a simple table, photorealistic. Soft natural light highlights the rich red liquid."
193,40,3,2,2,none,clear,"A clear, photorealistic close-up of a single elegant glass of red wine on a simple surface, with soft natural lighting and subtle reflections. The deep ruby liquid and transparent glass are sharply in focus against a gently blurred neutral background."
194,40,3,2,2,none,partially ambiguous,"A photorealistic close-up of a single elegant glass of red wine on a simple surface, with soft natural lighting and subtle reflections. The deep crimson wine appears rich and smooth, with a clear glass showing fine detail and realistic highlights."
195,26,3,2,2,none,fully ambiguous,"A photorealistic close-up of a glass of red wine on a table, with rich color and subtle reflections. The scene is simple, elegant, and softly lit."
196,41,3,2,2,top,clear,"A single elegant glass of red wine filled halfway, captured from a top-down perspective on a simple neutral table, photorealistic. The deep ruby liquid and the clear reflective glass are sharply in focus with soft natural lighting and minimal background detail."
197,38,3,2,2,top,partially ambiguous,"A single elegant glass of red wine filled halfway, captured from a top-down perspective on a plain white table, photorealistic. Deep ruby liquid and clear reflective glass are sharply in focus with soft natural lighting and subtle shadows."
198,37,3,2,2,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white table, photorealistic. Soft natural lighting and subtle reflections emphasize the deep crimson color of the wine and the clear smooth glass."
199,42,3,2,2,bottom,clear,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, captured from a low angle near the base of the glass. Photorealistic lighting emphasizes the deep red color of the wine and the clear, smooth glass surface."
200,42,3,2,2,bottom,partially ambiguous,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, captured from a low angle near the base of the glass. Photorealistic lighting emphasizes the deep red color of the wine and the clear, smooth glass surface."
201,42,3,2,2,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, captured from a low angle near the base of the glass. Photorealistic lighting emphasizes the deep red color of the wine and the clear, smooth glass surface."
202,35,3,2,2,side,clear,"A single glass of red wine on a wooden table, viewed from the side in a softly lit, photorealistic setting. The deep crimson wine and clear glass are sharply focused, with a blurred, neutral background."
203,35,3,2,2,side,partially ambiguous,"A single glass of red wine on a wooden table, viewed from the side in a softly lit, photorealistic setting. The deep crimson wine and clear glass are sharply focused, with a blurred, neutral background."
204,35,3,2,2,side,fully ambiguous,"A single glass of red wine on a wooden table, viewed from the side in a softly lit, photorealistic setting. The deep crimson wine and clear glass are sharply focused, with a blurred, neutral background."
205,37,3,2,3,none,clear,"A clear, elegant glass of red wine filled halfway, with deep ruby liquid and subtle reflections on the glass. Photorealistic, high-resolution image with natural lighting highlighting the rich color, smooth surface, and transparent clarity of the wine."
206,39,3,2,3,none,partially ambiguous,"A clear, elegant glass of red wine on a simple table, photorealistic, with deep ruby liquid, subtle reflections, and soft natural lighting. The focus is on the wine glass itself, showing detailed glass texture, rich color, and realistic highlights."
207,39,3,2,3,none,fully ambiguous,"A clear, photorealistic glass of red wine on a simple table, with rich crimson liquid and subtle reflections on the transparent glass. The scene is softly lit, showing realistic highlights, shadows, and detailed texture of the wine and glass."
208,42,3,2,3,top,clear,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble surface, photorealistic, high detail, soft natural lighting. Deep ruby liquid, clear thin glass, subtle reflections and shadows emphasizing the circular rim and rich color contrast."
209,54,3,2,3,top,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble table, with deep ruby liquid, clear reflective glass, and subtle surface reflections, photorealistic. Soft natural lighting casts gentle shadows and highlights the rich color and smooth circular shape of the wine in a clean, minimal composition, photorealistic."
210,42,3,2,3,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble surface, photorealistic, high detail, soft natural lighting. Deep ruby liquid, clear thin glass, subtle reflections and shadows emphasizing the circular rim and rich color contrast."
211,51,3,2,3,bottom,clear,"A single elegant glass of deep red wine on a small wooden table, viewed from a low angle near the base of the glass, with soft warm lighting reflecting off the smooth surface. The rich crimson liquid, clear glass stem, and dark brown tabletop are sharply focused in a photorealistic style."
212,53,3,2,3,bottom,partially ambiguous,"A single elegant glass of red wine filled halfway, with deep ruby liquid and a slender clear stem, stands on a reflective wooden table near the bottom of the frame in a softly lit room. Photorealistic, high-resolution close-up shot with shallow depth of field, warm ambient lighting, and subtle reflections on the glass."
213,42,3,2,3,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, lit by soft warm light, photorealistic. Close-up shot from a slightly low angle focusing on the rich crimson liquid, with subtle reflections and shallow depth of field."
214,45,3,2,3,side,clear,"A single elegant glass of red wine on a wooden table, viewed from the side at eye level in soft, warm lighting, with deep ruby liquid and subtle reflections on the clear glass. Photorealistic style, high detail, natural shadows and highlights, shallow depth of field."
215,35,3,2,3,side,partially ambiguous,"A single elegant glass of red wine on a wooden table, viewed from the side at eye level, in sharp focus, photorealistic. Deep ruby liquid, clear glass, and warm brown tabletop under soft natural lighting."
216,55,3,2,3,side,fully ambiguous,"A single elegant glass of deep red wine on a wooden table, viewed from the side at eye level in soft, warm lighting, with subtle reflections on the smooth glass surface. Photorealistic style, emphasizing the rich crimson color of the wine, the clear transparency of the glass, and the natural brown tones of the wood."
