prompt_id,word_count,descriptor_words,sentence_count,num_visual_attributes,spatial_constraints,ambiguity,prompt,filename,vqascore
147,13,3,1,1,none,fully ambiguous,"A photorealistic glass of red wine on a table, elegant, clear, and reflective.",wine_control_146.png,0.999999463558197
148,16,3,1,1,top,clear,A single photorealistic glass of red wine viewed from directly above on a plain neutral surface.,wine_control_147.png,0.9999997019767761
149,16,3,1,1,top,partially ambiguous,A single photorealistic glass of red wine viewed directly from above on a plain neutral surface.,wine_control_148.png,0.999998152256012
150,17,3,1,1,top,fully ambiguous,"A single elegant glass of red wine viewed from directly above on a plain neutral table, photorealistic.",wine_control_149.png,0.9999993443489075
151,29,3,1,1,bottom,clear,"A single photorealistic glass of red wine on a plain surface, viewed from a low angle near the base of the glass, with soft lighting highlighting its smooth contours.",wine_control_150.png,0.9999998211860657
152,30,3,1,1,bottom,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed from a low angle near the base of the glass on a reflective table, in a softly lit photorealistic setting.",wine_control_151.png,0.9999998211860657
153,24,3,1,1,bottom,fully ambiguous,"A single elegant glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass, photorealistic.",wine_control_152.png,0.9999998211860657
154,23,3,1,1,side,clear,"A single glass of red wine viewed from the side on a simple table, softly lit and sharply focused in a photorealistic style.",wine_control_153.png,0.9999977946281433
155,20,3,1,1,side,partially ambiguous,"A single photorealistic glass of red wine viewed from the side on a simple neutral background, sharply focused and elegant.",wine_control_154.png,0.9999998211860657
156,20,3,1,1,side,fully ambiguous,"A single photorealistic glass of red wine viewed from the side on a simple neutral background, sharply focused and elegant.",wine_control_155.png,0.999999463558197
157,18,3,1,2,none,clear,"A photorealistic glass of red wine on a simple surface, with rich crimson liquid and clear reflective glass.",wine_control_156.png,0.9999973177909851
158,18,3,1,2,none,partially ambiguous,"A photorealistic glass of red wine on a simple surface, with rich crimson liquid and clear reflective glass.",wine_control_157.png,0.9999998211860657
159,18,3,1,2,none,fully ambiguous,"A photorealistic glass of red wine on a simple surface, with rich crimson liquid and clear reflective glass.",wine_control_158.png,0.9999998211860657
160,25,3,1,2,top,clear,"A single photorealistic glass of red wine viewed from directly above on a plain white surface, with deep ruby liquid and a clear reflective rim.",wine_control_159.png,0.9999952912330627
161,25,3,1,2,top,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white table, with deep ruby liquid and subtle reflections, photorealistic.",wine_control_160.png,0.9999985098838806
162,21,3,1,2,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white table, photorealistic lighting and reflections.",wine_control_161.png,0.9999991059303284
163,33,3,1,2,bottom,clear,"A single elegant glass of red wine filled halfway, viewed from a low angle near the base of the glass on a reflective table, with soft natural lighting and subtle background blur, photorealistic.",wine_control_162.png,0.9999997019767761
164,33,3,1,2,bottom,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed from a low angle near the base of the glass on a reflective wooden table, with soft natural lighting and sharp photorealistic detail.",wine_control_163.png,0.9999991059303284
165,33,3,1,2,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed from a low angle near the base of the glass on a reflective table, with soft natural lighting and subtle background blur, photorealistic.",wine_control_164.png,0.9999987483024597
166,22,3,1,2,side,clear,"A single photorealistic glass of red wine viewed from the side on a simple table, with clear reflections and deep crimson liquid.",wine_control_165.png,0.9999998211860657
167,22,3,1,2,side,partially ambiguous,"A single photorealistic glass of deep red wine seen from the side on a simple wooden table, softly lit and slightly reflective.",wine_control_166.png,0.9999998211860657
168,25,3,1,2,side,fully ambiguous,"A single photorealistic glass of red wine viewed from the side on a simple table, with rich crimson liquid and a clear reflective glass surface.",wine_control_167.png,0.9999993443489075
169,25,3,1,3,none,clear,"A clear, photorealistic glass of deep red wine on a simple surface, with rich color, medium size, and transparent glass, sharply focused and naturally lit.",wine_control_168.png,0.9999995827674866
170,24,3,1,3,none,partially ambiguous,"A clear, photorealistic close-up of a single glass of red wine on a table, showing deep ruby liquid, transparent glass, and a medium-sized pour.",wine_control_169.png,0.9999998211860657
171,25,3,1,3,none,fully ambiguous,"A clear, photorealistic close-up of a single glass of red wine on a table, showing deep ruby liquid, transparent glass, and a small reflective highlight.",wine_control_170.png,0.9999995827674866
172,27,3,1,3,top,clear,"A single elegant glass of deep red wine seen from directly above on a white marble table, with soft natural lighting, subtle reflections, and crisp photorealistic detail.",wine_control_171.png,0.9999968409538269
173,23,3,1,3,top,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed from directly above on a white marble surface with soft natural lighting, photorealistic.",wine_control_172.png,0.9999997019767761
174,25,3,1,3,top,fully ambiguous,"A single elegant glass of deep red wine viewed from directly above on a white marble table, with soft natural lighting and subtle reflections, photorealistic.",wine_control_173.png,0.9999997019767761
175,24,3,1,3,bottom,clear,"A single elegant glass of red wine with a deep ruby color, shown from a low upward angle on a reflective dark surface, photorealistic.",wine_control_174.png,1.0
176,37,3,1,3,bottom,partially ambiguous,"A single elegant glass of red wine with a deep ruby color, medium size bowl, and slender clear stem, photographed from a low angle near the base looking slightly upward against a softly blurred neutral background, photorealistic.",wine_control_175.png,0.9999998211860657
177,30,3,1,3,bottom,fully ambiguous,"A single elegant glass of red wine with a deep ruby color, shown from a low upward angle near the bottom of the frame on a reflective dark surface, photorealistic.",wine_control_176.png,0.999999463558197
178,27,3,1,3,side,clear,"A single elegant glass of deep red wine seen from the side on a reflective wooden table, with soft warm lighting and a dark blurred background, photorealistic.",wine_control_177.png,0.9999998211860657
179,30,3,1,3,side,partially ambiguous,"A single elegant glass of deep red wine on a reflective wooden table, viewed from the side at eye level, with soft natural lighting and a blurred warm-toned background, photorealistic.",wine_control_178.png,0.9999995827674866
180,30,3,1,3,side,fully ambiguous,"A single elegant glass of deep red wine on a reflective wooden table, viewed from the side at eye level, with soft natural lighting and a blurred warm-toned background, photorealistic.",wine_control_179.png,0.9999997019767761
181,19,3,2,1,none,clear,"A single glass of red wine on a plain surface, photorealistic. The wine glass is clear and sharply focused.",wine_control_180.png,0.9999977946281433
182,31,3,2,1,none,partially ambiguous,"A single glass of red wine on a plain surface, photorealistic and softly lit. The scene is simple and elegant, with the deep crimson liquid clearly visible in the transparent glass.",wine_control_181.png,0.9999998211860657
183,31,3,2,1,none,fully ambiguous,"A single glass of red wine on a plain surface, photorealistic and softly lit. The scene is simple and elegant, with the deep crimson liquid clearly visible in the transparent glass.",wine_control_182.png,0.999999463558197
184,29,3,2,1,top,clear,"A single glass of red wine on a plain white surface, viewed directly from above in a photorealistic style. Soft, subtle lighting creates gentle reflections on the smooth glass.",wine_control_183.png,0.9999986290931702
185,42,3,2,1,top,partially ambiguous,"A single glass of red wine on a white table, viewed from directly above in a photorealistic style, with soft, subtle lighting. The deep red liquid forms a rich circular shape inside the clear glass, sharply focused against the clean, minimal background.",wine_control_184.png,0.999999463558197
186,42,3,2,1,top,fully ambiguous,"A single glass of red wine on a white table, viewed from directly above in a photorealistic style, with soft, subtle lighting. The deep red liquid forms a rich circular shape inside the clear glass, sharply focused against the clean, minimal background.",wine_control_185.png,0.9999995827674866
187,35,3,2,1,bottom,clear,"A single glass of red wine on a wooden table, viewed from a low angle near the base of the glass, sharply focused and photorealistic. Soft, warm lighting reflects subtly off the smooth glass surface.",wine_control_186.png,0.9999998211860657
188,50,3,2,1,bottom,partially ambiguous,"A single elegant glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass with the stem rising upward out of frame, photorealistic. Soft, moody lighting creates subtle reflections on the glass and a faint glow in the deep red wine.",wine_control_187.png,0.9999992251396179
189,43,3,2,1,bottom,fully ambiguous,"A single glass of red wine resting on a wooden table, viewed from a low angle near the base of the glass with the stem rising upward, photorealistic. Soft, moody lighting emphasizes the deep red liquid and subtle reflections on the clear glass.",wine_control_188.png,0.9999995827674866
190,29,3,2,1,side,clear,"A single glass of red wine on a wooden table, viewed from the side in sharp focus, photorealistic. Soft natural light from the left highlights the rich red liquid.",wine_control_189.png,0.9999995827674866
191,30,3,2,1,side,partially ambiguous,"A single glass of red wine on a plain table, viewed from the side in a photorealistic style. Soft, natural lighting highlights the smooth, reflective surface of the clear glass.",wine_control_190.png,0.999999463558197
192,23,3,2,1,side,fully ambiguous,"A single glass of red wine seen from the side on a simple table, photorealistic. Soft natural light highlights the rich red liquid.",wine_control_191.png,0.999999463558197
193,40,3,2,2,none,clear,"A clear, photorealistic close-up of a single elegant glass of red wine on a simple surface, with soft natural lighting and subtle reflections. The deep ruby liquid and transparent glass are sharply in focus against a gently blurred neutral background.",wine_control_192.png,0.9999998211860657
194,40,3,2,2,none,partially ambiguous,"A photorealistic close-up of a single elegant glass of red wine on a simple surface, with soft natural lighting and subtle reflections. The deep crimson wine appears rich and smooth, with a clear glass showing fine detail and realistic highlights.",wine_control_193.png,0.9999997019767761
195,26,3,2,2,none,fully ambiguous,"A photorealistic close-up of a glass of red wine on a table, with rich color and subtle reflections. The scene is simple, elegant, and softly lit.",wine_control_194.png,0.9999998211860657
196,41,3,2,2,top,clear,"A single elegant glass of red wine filled halfway, captured from a top-down perspective on a simple neutral table, photorealistic. The deep ruby liquid and the clear reflective glass are sharply in focus with soft natural lighting and minimal background detail.",wine_control_195.png,0.999999463558197
197,38,3,2,2,top,partially ambiguous,"A single elegant glass of red wine filled halfway, captured from a top-down perspective on a plain white table, photorealistic. Deep ruby liquid and clear reflective glass are sharply in focus with soft natural lighting and subtle shadows.",wine_control_196.png,0.9999997019767761
198,37,3,2,2,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white table, photorealistic. Soft natural lighting and subtle reflections emphasize the deep crimson color of the wine and the clear smooth glass.",wine_control_197.png,0.9999992251396179
199,42,3,2,2,bottom,clear,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, captured from a low angle near the base of the glass. Photorealistic lighting emphasizes the deep red color of the wine and the clear, smooth glass surface.",wine_control_198.png,0.9999995827674866
200,42,3,2,2,bottom,partially ambiguous,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, captured from a low angle near the base of the glass. Photorealistic lighting emphasizes the deep red color of the wine and the clear, smooth glass surface.",wine_control_199.png,0.9999997019767761
201,42,3,2,2,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, captured from a low angle near the base of the glass. Photorealistic lighting emphasizes the deep red color of the wine and the clear, smooth glass surface.",wine_control_200.png,0.9999977946281433
202,35,3,2,2,side,clear,"A single glass of red wine on a wooden table, viewed from the side in a softly lit, photorealistic setting. The deep crimson wine and clear glass are sharply focused, with a blurred, neutral background.",wine_control_201.png,0.9999998211860657
203,35,3,2,2,side,partially ambiguous,"A single glass of red wine on a wooden table, viewed from the side in a softly lit, photorealistic setting. The deep crimson wine and clear glass are sharply focused, with a blurred, neutral background.",wine_control_202.png,0.9999997019767761
204,35,3,2,2,side,fully ambiguous,"A single glass of red wine on a wooden table, viewed from the side in a softly lit, photorealistic setting. The deep crimson wine and clear glass are sharply focused, with a blurred, neutral background.",wine_control_203.png,0.9999998211860657
205,37,3,2,3,none,clear,"A clear, elegant glass of red wine filled halfway, with deep ruby liquid and subtle reflections on the glass. Photorealistic, high-resolution image with natural lighting highlighting the rich color, smooth surface, and transparent clarity of the wine.",wine_control_204.png,0.9999991059303284
206,39,3,2,3,none,partially ambiguous,"A clear, elegant glass of red wine on a simple table, photorealistic, with deep ruby liquid, subtle reflections, and soft natural lighting. The focus is on the wine glass itself, showing detailed glass texture, rich color, and realistic highlights.",wine_control_205.png,0.999999463558197
207,39,3,2,3,none,fully ambiguous,"A clear, photorealistic glass of red wine on a simple table, with rich crimson liquid and subtle reflections on the transparent glass. The scene is softly lit, showing realistic highlights, shadows, and detailed texture of the wine and glass.",wine_control_206.png,0.9999998211860657
208,42,3,2,3,top,clear,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble surface, photorealistic, high detail, soft natural lighting. Deep ruby liquid, clear thin glass, subtle reflections and shadows emphasizing the circular rim and rich color contrast.",wine_control_207.png,1.0
209,54,3,2,3,top,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble table, with deep ruby liquid, clear reflective glass, and subtle surface reflections, photorealistic. Soft natural lighting casts gentle shadows and highlights the rich color and smooth circular shape of the wine in a clean, minimal composition, photorealistic.",wine_control_208.png,0.9999997019767761
210,42,3,2,3,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble surface, photorealistic, high detail, soft natural lighting. Deep ruby liquid, clear thin glass, subtle reflections and shadows emphasizing the circular rim and rich color contrast.",wine_control_209.png,0.9999998211860657
211,51,3,2,3,bottom,clear,"A single elegant glass of deep red wine on a small wooden table, viewed from a low angle near the base of the glass, with soft warm lighting reflecting off the smooth surface. The rich crimson liquid, clear glass stem, and dark brown tabletop are sharply focused in a photorealistic style.",wine_control_210.png,0.9999997019767761
212,53,3,2,3,bottom,partially ambiguous,"A single elegant glass of red wine filled halfway, with deep ruby liquid and a slender clear stem, stands on a reflective wooden table near the bottom of the frame in a softly lit room. Photorealistic, high-resolution close-up shot with shallow depth of field, warm ambient lighting, and subtle reflections on the glass.",wine_control_211.png,0.9999998211860657
213,42,3,2,3,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, standing on a reflective wooden table, lit by soft warm light, photorealistic. Close-up shot from a slightly low angle focusing on the rich crimson liquid, with subtle reflections and shallow depth of field.",wine_control_212.png,0.9999998211860657
214,45,3,2,3,side,clear,"A single elegant glass of red wine on a wooden table, viewed from the side at eye level in soft, warm lighting, with deep ruby liquid and subtle reflections on the clear glass. Photorealistic style, high detail, natural shadows and highlights, shallow depth of field.",wine_control_213.png,0.999999463558197
215,35,3,2,3,side,partially ambiguous,"A single elegant glass of red wine on a wooden table, viewed from the side at eye level, in sharp focus, photorealistic. Deep ruby liquid, clear glass, and warm brown tabletop under soft natural lighting.",wine_control_214.png,0.9999997019767761
216,55,3,2,3,side,fully ambiguous,"A single elegant glass of deep red wine on a wooden table, viewed from the side at eye level in soft, warm lighting, with subtle reflections on the smooth glass surface. Photorealistic style, emphasizing the rich crimson color of the wine, the clear transparency of the glass, and the natural brown tones of the wood.",wine_control_215.png,0.9999998211860657
