prompt_id,word_count,descriptor_words,num_visual_attributes,prompt,filename
193,23,1,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim on a plain table, neutral background, soft natural lighting",deodorant_192.png
194,36,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with deep red liquid touching the rim and a soft warm light illuminating the clear glass, shallow depth of field background.",deodorant_193.png
195,30,1,3,"A photorealistic close-up of a single, completely full glass of red wine filled exactly to the brim, with deep ruby liquid, clear reflective glass, and a dark wooden table background.",deodorant_194.png
196,12,2,1,"A full-to-the-brim glass of red wine on a table, softly lit, photorealistic",deodorant_195.png
197,20,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, close-up shot with sharp focus and soft lighting",deodorant_196.png
198,32,2,3,"A full-to-the-brim glass of red wine on a small white marble table, the deep crimson liquid perfectly level with the rim, in a bright modern kitchen with soft natural lighting, photorealistic style",deodorant_197.png
199,17,3,1,"A full-to-the-brim glass of red wine on a simple table, softly lit in a quiet room, photorealistic",deodorant_198.png
200,20,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table, in a softly lit cozy room, photorealistic style",deodorant_199.png
201,27,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a dimly lit cozy bar, photorealistic, deep crimson wine, clear smooth glass, warm soft lighting",deodorant_200.png
202,16,4,1,"A full-to-the-brim glass of red wine on a simple table, sharply focused, softly lit, photorealistic style",deodorant_201.png
203,34,4,2,"A full-to-the-brim glass of deep red wine on a small wooden table, captured in a highly detailed, softly lit photorealistic style, with rich reflections on the smooth glass and a subtle warm background blur",deodorant_202.png
204,24,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, in a softly lit cozy room, photorealistic, high detail, natural shadows",deodorant_203.png
205,14,1,1,"A full-to-the-brim glass of red wine on a plain table, photorealistic lighting and detail",deodorant_204.png
206,20,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with a soft blurred background",deodorant_205.png
207,37,1,3,"A photorealistic close-up of a single, transparent crystal wine glass filled completely to the brim with deep red wine, tiny droplets clinging to the smooth glass surface, set on a reflective black tabletop under soft studio lighting.",deodorant_206.png
208,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_207.png
209,16,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, soft lighting, high detail",deodorant_208.png
210,24,2,3,"A full-to-the-brim glass of red wine on a small wooden table, with deep crimson liquid and clear reflective glass, in a bright photorealistic style",deodorant_209.png
211,24,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, tiny reflections on the smooth glass, soft blurred restaurant background",deodorant_210.png
212,16,3,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, softly lit, high detail",deodorant_211.png
213,22,3,3,"A full-to-the-brim glass of deep red wine on a small wooden table, in a bright cozy kitchen, photorealistic, high-resolution, soft natural lighting",deodorant_212.png
214,19,4,1,"A single full-to-the-brim glass of red wine on a simple table, softly lit in a quiet, elegant, photorealistic scene",deodorant_213.png
215,25,4,2,"A full-to-the-brim glass of deep red wine on a small wooden table, captured in a sharp, photorealistic style with soft natural lighting and subtle reflections",deodorant_214.png
216,24,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, in a softly lit cozy room, photorealistic, high detail, realistic shadows",deodorant_215.png
217,16,1,1,"A full-to-the-brim glass of red wine on a plain table, photorealistic lighting and shadows, simple background",deodorant_216.png
218,38,1,2,"A photorealistic close-up of a single glass of red wine filled completely to the brim, deep ruby liquid touching the rim with no empty space, against a soft neutral background, studio lighting highlighting the glass and surface reflections",deodorant_217.png
219,38,1,3,"A photorealistic close-up of a single, full-to-the-brim glass of red wine on a small white table, with deep red liquid touching the rim, clear transparent glass, and a soft warm light source creating subtle reflections in the background",deodorant_218.png
220,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_219.png
221,20,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, vivid lighting, deep crimson liquid, standard-sized clear glass",deodorant_220.png
222,25,2,3,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, vivid, with deep ruby liquid, clear transparent glass, and warm golden ambient lighting",deodorant_221.png
223,24,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, tiny reflections on the smooth glass, soft blurred restaurant background",deodorant_222.png
224,28,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table in a dimly lit room, with soft natural light coming from a nearby window, photorealistic style",deodorant_223.png
225,19,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a bright cozy room, photorealistic, vivid, detailed",deodorant_224.png
226,16,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, highly detailed, photorealistic style",deodorant_225.png
227,37,4,2,"A full-to-the-brim glass of red wine on a small wooden table in a dimly lit, cozy bar, captured in a sharp, photorealistic style, with rich crimson liquid and clear reflective glass as the only strong color elements",deodorant_226.png
228,33,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, in a softly lit cozy room, with rich deep crimson liquid and clear reflective glass, photorealistic style, high detail, natural shadows",deodorant_227.png
229,18,1,1,"A full-to-the-brim glass of red wine on a plain white table, photorealistic, studio lighting, high resolution, sharp focus",deodorant_228.png
230,25,1,2,"A photorealistic close-up of a single, perfectly still, crystal-clear wine glass filled completely to the brim with deep red wine, against a soft neutral background.",deodorant_229.png
231,31,1,3,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with deep red liquid, clear transparent glass, and a soft warm background, studio lighting, high resolution",deodorant_230.png
232,12,2,1,"A full-to-the-brim glass of red wine on a table, softly lit, photorealistic",deodorant_231.png
233,20,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, close-up shot with sharp focus and soft lighting",deodorant_232.png
234,25,2,3,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, deep ruby liquid with a glossy surface, clear thin-stemmed glass, soft warm lighting",deodorant_233.png
235,17,3,1,"A full-to-the-brim glass of red wine on a simple table, softly lit in a calm, photorealistic style",deodorant_234.png
236,20,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table, in a softly lit cozy room, photorealistic style",deodorant_235.png
237,25,3,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, in a dim cozy bar with warm ambient lighting, photorealistic, high-resolution, detailed reflections",deodorant_236.png
238,16,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, highly detailed, photorealistic style",deodorant_237.png
239,25,4,2,"A full-to-the-brim glass of deep red wine on a small wooden table, captured in a sharp, photorealistic style with soft natural lighting and subtle reflections",deodorant_238.png
240,36,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, in a softly lit cozy room, with vivid deep crimson liquid and a clear reflective glass, captured in a sharp, highly detailed photorealistic style",deodorant_239.png
