prompt_id,word_count,descriptor_words,sentence_count,num_visual_attributes,spatial_constraints,ambiguity,prompt
165,31,3,1,2,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, with rich dark liquid and subtle reflections on the smooth surface."
166,24,3,1,2,side,clear,"A photorealistic side view of a clear, elegant wine glass filled completely to the brim with deep red wine, against a simple neutral background."
167,24,3,1,2,side,partially ambiguous,"A photorealistic side view of a single elegant wine glass filled completely to the brim with deep red wine, against a simple neutral background."
168,22,3,1,2,side,fully ambiguous,"A photorealistic close-up side view of a full-to-the-brim glass of red wine on a simple table, sharply focused with soft natural lighting."
169,34,3,1,3,none,clear,"A photorealistic close-up of a clear, elegant wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface and a subtle highlight on the rich liquid."
170,34,3,1,3,none,partially ambiguous,"A photorealistic close-up of a clear, elegant wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface and a subtle highlight on the rich liquid."
171,37,3,1,3,none,fully ambiguous,"A photorealistic close-up of a clear, standard wine glass filled completely to the brim with deep red wine, the smooth reflective surface of the glass and the rich, dark liquid clearly visible against a simple neutral background."
172,34,3,1,3,top,clear,"A photorealistic close-up top-down view of a single clear wine glass filled completely to the brim with deep red wine, the smooth reflective surface of the liquid nearly overflowing and catching soft white highlights."
173,40,3,1,3,top,partially ambiguous,"A photorealistic close-up top-down view of a single clear wine glass completely filled to the brim with deep red wine, the smooth reflective surface of the liquid nearly overflowing, with subtle highlights and soft shadows on a plain neutral background."
174,29,3,1,3,top,fully ambiguous,"A photorealistic close-up top-down view of a single clear glass of deep red wine, completely filled to the brim with a smooth reflective surface, on a plain neutral table."
175,37,3,1,3,bottom,clear,"A photorealistic close-up shot from a low angle of a clear, tall wine glass filled completely to the brim with deep red wine, with subtle reflections on the smooth glass surface and a softly blurred warm background."
176,38,3,1,3,bottom,partially ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, with tiny reflections on the smooth surface and a dark, glossy liquid color against a softly blurred background."
177,38,3,1,3,bottom,fully ambiguous,"A photorealistic close-up from a low, upward angle of a single clear glass of red wine, completely full to the brim with deep ruby liquid, tiny reflections glinting on the smooth surface, against a softly blurred neutral background."
178,29,3,1,3,side,clear,"A photorealistic close-up side view of a single clear glass of deep red wine, completely full to the brim with a smooth, reflective surface, against a simple neutral background."
179,34,3,1,3,side,partially ambiguous,"A photorealistic close-up side view of a single clear glass of deep red wine, completely full to the brim with a smooth reflective surface, standing on a simple neutral table with soft natural lighting."
180,29,3,1,3,side,fully ambiguous,"A photorealistic close-up side view of a single clear glass of deep red wine, completely full to the brim with a smooth, reflective surface, against a simple neutral background."
181,45,3,2,1,none,clear,"A clear, photorealistic image of a single wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible. The focus is on the full glass of wine against a simple, neutral background."
182,44,3,2,1,none,partially ambiguous,"A photorealistic close-up of a completely full glass of red wine, filled precisely to the brim with no empty space visible above the liquid. The wine glass is the central focus of the image, sharply detailed and clearly recognizable as a standard wine glass."
183,48,3,2,1,none,fully ambiguous,"A clear, photorealistic image of a single wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible inside the glass. The focus is on the full glass of wine against a simple, neutral background."
184,42,3,2,1,top,clear,"A completely full glass of red wine, filled precisely to the brim with no empty space, seen from directly above on a plain neutral surface, photorealistic. Ultra-detailed lighting and subtle reflections emphasize the smooth circular rim and the dark liquid’s rich texture."
185,42,3,2,1,top,partially ambiguous,"A completely full glass of red wine, filled precisely to the brim with no empty space, seen from directly above on a plain neutral surface, photorealistic. Ultra-detailed lighting and subtle reflections emphasize the smooth circular rim and the dark liquid’s rich texture."
186,40,3,2,1,top,fully ambiguous,"A completely full glass of red wine, filled precisely to the brim with no empty space, seen from directly above on a plain neutral surface, photorealistic. Ultra-detailed lighting and reflections emphasize the smooth circular rim and the dark, rich liquid."
187,36,3,2,1,bottom,clear,"A completely full glass of red wine, filled precisely to the brim with no empty space, viewed from a low angle near the base of the glass against a simple background. Photorealistic image with sharp focus."
188,46,3,2,1,bottom,partially ambiguous,"A crystal-clear glass of red wine filled completely to the brim, no empty space at the top, standing on a simple wooden table, photorealistic. Close-up shot from a low angle near the base of the glass, sharply focused on the overflowing surface tension of the wine."
189,36,3,2,1,bottom,fully ambiguous,"A crystal-clear glass of red wine filled completely to the brim, captured from a low, upward-looking angle against a softly blurred background. Photorealistic close-up emphasizing the perfectly level wine surface and subtle reflections on the glass."
190,37,3,2,1,side,clear,"A full-to-the-brim glass of red wine seen from the side on a simple table, in a photorealistic style. The smooth, reflective surface of the glass and the rich liquid are sharply focused against a softly blurred background."
191,26,3,2,1,side,partially ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple table, in a photorealistic style. The scene is softly lit and sharply focused."
192,32,3,2,1,side,fully ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple table, photorealistic and detailed. The smooth, reflective surface of the glass emphasizes the rich liquid right at the rim."
193,53,3,2,2,none,clear,"A clear, photorealistic image of a standard wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible. The glass is transparent and clean, and the deep red color of the wine is clearly visible against a simple, neutral background."
194,50,3,2,2,none,partially ambiguous,"A clear, photorealistic image of a standard wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible. The glass and wine are sharply focused, with realistic reflections and lighting emphasizing that the glass is absolutely full."
195,45,3,2,2,none,fully ambiguous,"A clear, photorealistic image of a standard wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible. The focus is on the full glass of wine against a simple, neutral background."
196,36,3,2,2,top,clear,"A perfectly full glass of red wine, filled exactly to the brim, seen from directly above on a plain white table, photorealistic. The smooth circular rim and dark liquid dominate the top-down composition with subtle reflections."
197,45,3,2,2,top,partially ambiguous,"A perfectly full glass of red wine, filled exactly to the brim with no empty space, seen from directly above on a plain white table, photorealistic. The smooth circular rim and dark liquid dominate the top-down view, with subtle reflections and shadows emphasizing the fullness."
198,40,3,2,2,top,fully ambiguous,"A perfectly full glass of red wine, filled right up to the brim with no empty space, seen from directly above on a plain white table. Photorealistic lighting and reflections emphasize the smooth circular rim and the deep crimson liquid."
199,59,3,2,2,bottom,clear,"A crystal-clear glass of red wine filled completely to the brim, with deep ruby liquid and a slender, reflective stem, sits centered at the bottom of the frame against a softly blurred neutral background. Photorealistic lighting emphasizes the meniscus of the wine perfectly level with the rim, with sharp focus on the glass and subtle reflections on the surface."
200,48,3,2,2,bottom,partially ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, sitting on a reflective wooden table, photorealistic. The camera is positioned at table level, capturing the glass from a low side angle so the surface tension of the wine at the rim is clearly visible."
201,51,3,2,2,bottom,fully ambiguous,"A crystal-clear glass of red wine filled completely to the brim, with deep ruby liquid and a slender, reflective stem, sits centered on a dark wooden table, viewed straight on from the side at eye level. The photorealistic scene is sharply focused on the glass against a softly blurred, neutral background."
202,43,3,2,2,side,clear,"A full-to-the-brim glass of red wine on a simple wooden table, viewed clearly from the side in sharp, photorealistic detail. The deep crimson liquid reaches exactly to the rim of the transparent glass, with subtle reflections and natural lighting emphasizing its smooth surface."
203,37,3,2,2,side,partially ambiguous,"A full-to-the-brim glass of red wine on a simple wooden table, viewed clearly from the side in sharp, photorealistic detail. The smooth, transparent glass and deep crimson liquid are evenly lit against a softly blurred neutral background."
204,38,3,2,2,side,fully ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple table, in a photorealistic style with soft, natural lighting. The smooth, transparent glass and deep crimson wine are sharply focused against a gently blurred background."
205,52,3,2,3,none,clear,"A clear, photorealistic image of a standard wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible. The glass is transparent, clean, and reflective, showing the rich color and glossy surface of the wine in sharp detail."
206,62,3,2,3,none,partially ambiguous,"A clear, photorealistic close-up of a standard transparent wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space above it. The glass stands alone on a plain surface under soft, neutral lighting, showing subtle reflections and highlights on the smooth glass and the rich color of the wine."
207,49,3,2,3,none,fully ambiguous,"A clear, photorealistic image of a standard wine glass completely filled to the brim with deep red wine, showing a smooth, unbroken surface of liquid right at the edge of the glass. The glass is transparent, medium-sized, and standing upright on a neutral background with realistic lighting and reflections."
208,47,3,2,3,top,clear,"A completely full glass of red wine, filled precisely to the brim with no empty space, seen from a straight-down top view on a plain white table, photorealistic. The smooth transparent glass, deep crimson liquid, and subtle reflections of light are sharply detailed and in perfect focus."
209,49,3,2,3,top,partially ambiguous,"A perfectly full glass of red wine, filled exactly to the brim with no empty space, seen from directly above on a plain white table under soft natural light, photorealistic. The smooth circular rim, deep ruby liquid, and subtle reflections are sharply in focus, emphasizing the glass’s complete fullness."
210,44,3,2,3,top,fully ambiguous,"A perfectly full glass of red wine, filled right up to the brim with no empty space, seen from directly above on a simple white table, photorealistic. The deep ruby liquid, clear glass rim, and subtle surface reflection are sharply focused with natural lighting."
211,45,3,2,3,bottom,clear,"A crystal-clear, full-to-the-brim glass of deep red wine sits on a reflective black surface, lit from the side with soft studio lighting in a photorealistic style. The camera is positioned at table level, focusing tightly on the overflowing rim and subtle reflections in the glass."
212,35,3,2,3,bottom,partially ambiguous,"A crystal-clear, tall wine glass filled completely to the brim with deep ruby red wine, tiny reflections glinting on the smooth surface. Photorealistic close-up from a low, bottom-up angle against a softly blurred neutral background."
213,34,3,2,3,bottom,fully ambiguous,"A crystal-clear, tall wine glass filled completely to the brim with deep red wine, tiny reflections shimmering on the smooth surface. Photorealistic close-up from a low, bottom-up angle against a softly blurred neutral background."
214,52,3,2,3,side,clear,"A photorealistic close-up side view of a single, transparent wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and almost overflowing. The glass stands on a smooth, neutral-colored surface with soft, natural lighting emphasizing the rich color, clear reflections, and subtle highlights on the glass."
215,65,3,2,3,side,partially ambiguous,"A photorealistic close-up side view of a single elegant wine glass, completely filled to the very brim with deep red wine so that the liquid surface is perfectly level with the rim and no empty space is visible. The background is softly blurred and neutral, with subtle reflections on the clear glass emphasizing its smooth, transparent surface and the rich, dark color of the wine."
216,50,3,2,3,side,fully ambiguous,"A photorealistic side-view close-up of a single elegant wine glass, perfectly filled to the very brim with deep red wine, showing a smooth meniscus just barely contained by the rim. The background is softly blurred with neutral tones, and the glass, wine, and reflections are sharply detailed and realistically lit."
